Ad format;Campaign;Account;Campaign ID;Clicks;CTR;Impr.;Avg. CPC;Avg. CPM;TrueView views;TrueView avg. CPV;Cost;Conversions;Cost / conv.
Shorts;Porsche DWA Oct - Dec 2025 (YT) - Efficient reach - CPM;Porsche  Das Welt Auto 2023;23205520748;1,842;0.14%;1,294,029;0.55;0.79;28,063;0.04;1016.12;0;0
Skippable in-stream;Finish Reckitt PIP Nov 2025 (YT) - CPV;Finish;23204324852;1,451;0.09%;1,599,116;3.78;3.43;1,057,907;0.01;5491.45;0;0
Skippable in-stream;Finish Reckitt PIP Oct 2025 (YT) - CPV;Finish;23156802396;894;0.12%;754,014;3.36;3.98;473,432;0.01;2999.9;0;0
In-feed;Finish Reckitt PIP Oct 2025 (YT) - CPV;Finish;23156802396;0;0.00%;30;0;1.15;2;0.02;0.03;0;0
Skippable in-stream;Porsche Moon Oct - Dec 2025 - (YT) - VVC;Porsche Moon 2023;23095969598;1,832;0.07%;2,449,413;2.93;2.19;1,594,740;0;5364.27;0;0
In-feed;Porsche Moon Oct - Dec 2025 - (YT) - VVC;Porsche Moon 2023;23095969598;6;0.00%;245,027;18.02;0.44;15,113;0.01;108.09;0;0
Shorts;Porsche Moon Oct - Dec 2025 - (YT) - VVC;Porsche Moon 2023;23095969598;70;0.18%;39,407;0.41;0.73;2,650;0.01;28.62;0;0
Skippable in-stream;Audi A6 Aug - Sep 2025 (YT) - Reach mix - CPM;Porsche Audi 2023;22942514632;870;0.10%;837,529;1.51;1.57;245,937;0.01;1313.5;442.14;2.97
In-feed;Audi A6 Aug - Sep 2025 (YT) - Reach mix - CPM;Porsche Audi 2023;22942514632;52;0.01%;997,281;7.48;0.39;20,034;0.02;388.75;96.86;4.01
Bumper;Audi A6 Aug - Sep 2025 (YT) - Reach mix - CPM;Porsche Audi 2023;22942514632;2,263;0.19%;1,215,327;0.6;1.13;0;0;1367.3;140;9.77
Shorts;Audi A6 Aug - Sep 2025 (YT) - Reach mix - CPM;Porsche Audi 2023;22942514632;1,381;0.16%;882,622;0.4;0.63;16,430;0.03;551.92;486.65;1.13
Skippable in-stream;Škoda Kodiaq PHEV August 2025 (YT) - CPM;Porsche Škoda 2023;22845894406;1,067;0.08%;1,282,277;1.63;1.36;431,466;0;1741.6;463.2;3.76
In-feed;Škoda Kodiaq PHEV August 2025 (YT) - CPM;Porsche Škoda 2023;22845894406;10;0.00%;337,556;9.3;0.28;4,805;0.02;93;75.12;1.24
Shorts;Škoda Kodiaq PHEV August 2025 (YT) - CPM;Porsche Škoda 2023;22845894406;1,224;0.15%;824,681;0.38;0.56;12,887;0.04;465.88;107.78;4.32
Skippable in-stream;Škoda Superb PHEV August 2025 (YT) - CPM;Porsche Škoda 2023;22845574717;3,213;0.14%;2,364,597;1.14;1.55;721,068;0.01;3670.76;987.48;3.72
In-feed;Škoda Superb PHEV August 2025 (YT) - CPM;Porsche Škoda 2023;22845574717;28;0.00%;667,358;8.17;0.34;8,565;0.03;228.88;42.06;5.44
Shorts;Škoda Superb PHEV August 2025 (YT) - CPM;Porsche Škoda 2023;22845574717;2,155;0.17%;1,253,718;0.42;0.72;24,531;0.04;900.69;204.56;4.4
Skippable in-stream;Porsche Moon May - Jul 2025 - (YT) - VVC;Porsche Moon 2023;22579330750;2,098;0.10%;2,177,369;1.81;1.75;1,297,295;0;3805.23;0;0
In-feed;Porsche Moon May - Jul 2025 - (YT) - VVC;Porsche Moon 2023;22579330750;2;0.01%;35,378;6.07;0.34;1,219;0.01;12.14;0;0
Shorts;Porsche Moon May - Jul 2025 - (YT) - VVC;Porsche Moon 2023;22579330750;34;0.16%;20,971;0.27;0.44;590;0.02;9.32;0;0
Skippable in-stream;Škoda Kodiaq May-Jun 2025 (YT) - CPM;Porsche Škoda 2023;22559093276;1,653;0.09%;1,898,340;1.85;1.61;589,046;0.01;3051.85;614.76;4.96
In-feed;Škoda Kodiaq May-Jun 2025 (YT) - CPM;Porsche Škoda 2023;22559093276;40;0.00%;825,266;6.19;0.3;8,570;0.03;247.77;75.7;3.27
Skippable in-stream;Škoda Superb May-Jun 2025 (YT) - CPM;Porsche Škoda 2023;22553114580;1,603;0.09%;1,872,007;1.89;1.62;578,931;0.01;3036.14;547.45;5.55
In-feed;Škoda Superb May-Jun 2025 (YT) - CPM;Porsche Škoda 2023;22553114580;23;0.00%;824,221;11.45;0.32;8,602;0.03;263.33;50.31;5.23
Skippable in-stream;Škoda Elroq Apr - May 2025 (YT) - Reach Mix - CPM;Porsche Škoda 2023;22470418028;834;0.10%;795,737;1.78;1.86;248,420;0.01;1482.38;129.12;11.48
In-feed;Škoda Elroq Apr - May 2025 (YT) - Reach Mix - CPM;Porsche Škoda 2023;22470418028;134;0.01%;1,433,139;3.72;0.35;17,713;0.03;498.94;20.44;24.41
Bumper;Škoda Elroq Apr - May 2025 (YT) - Reach Mix - CPM;Porsche Škoda 2023;22470418028;1,969;0.11%;1,862,168;1;1.05;0;0;1959.36;51.02;38.4
Shorts;Škoda Elroq Apr - May 2025 (YT) - Reach Mix - CPM;Porsche Škoda 2023;22470418028;2,579;0.15%;1,732,212;0.41;0.61;37,152;0.03;1058.55;191.61;5.52
Skippable in-stream;Volkswagen Transporter Apr-May 2025 (YT) - Reach Mix - CPM;Porsche Volkswagen gospodarska vozila 2023;22402283892;243;0.05%;450,347;3.36;1.81;145,358;0.01;817.08;0;0
In-feed;Volkswagen Transporter Apr-May 2025 (YT) - Reach Mix - CPM;Porsche Volkswagen gospodarska vozila 2023;22402283892;95;0.01%;835,760;3.34;0.38;19,760;0.02;316.86;0;0
Bumper;Volkswagen Transporter Apr-May 2025 (YT) - Reach Mix - CPM;Porsche Volkswagen gospodarska vozila 2023;22402283892;3,542;0.20%;1,752,728;0.61;1.23;0;0;2163.25;0;0
Shorts;Volkswagen Transporter Apr-May 2025 (YT) - Reach Mix - CPM;Porsche Volkswagen gospodarska vozila 2023;22402283892;2,356;0.17%;1,386,290;0.38;0.65;40,317;0.02;902.37;0;0
Non-skippable in-stream;Finish Bosch PIP Feb - Mar 2025 (YT) - Non skippable - CPM;Finish;22183450735;518;0.04%;1,307,411;5.4;2.14;0;0;2799.41;0;0
Skippable in-stream;Finish Bosch PIP Feb - Mar 2025 (YT) - TrueView - CPV;Finish;22183405843;1,756;0.08%;2,167,167;3.65;2.95;1,451,250;0;6401.66;0;0
Skippable in-stream;Finish Additives Jan - Mar 2025 (YT) - Reach Mix 2.0;Finish;22115109963;7,236;0.17%;4,376,749;0.96;1.59;1,399,598;0;6937.78;0;0
In-feed;Finish Additives Jan - Mar 2025 (YT) - Reach Mix 2.0;Finish;22115109963;74;0.01%;1,049,936;4.41;0.31;27,363;0.01;326.15;0;0
Shorts;Finish Additives Jan - Mar 2025 (YT) - Reach Mix 2.0;Finish;22115109963;1,862;0.11%;1,666,730;0.45;0.51;14,711;0.06;846.78;0;0
Non-skippable in-stream;202507//Bref//Power Active RL 24//Easier Way campaign//video//Trueview;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22800836042;4,354;0.11%;4,062,105;2.13;2.28;0;0;9262.44;0;0
Bumper;202507//Bref//Power Active RL 24//Easier Way campaign//video//Bumper;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22794974865;9,218;0.22%;4,285,178;0.67;1.44;0;0;6170.26;0;0
Non-skippable in-stream;202505//Perwoll//Perwoll_FCA Touch of New B 25//Touch of New//Trueview;CEE//HR//L//SPD//Expressive Clothes//Perwoll;22658175089;15,684;0.15%;10,212,102;1.58;2.43;0;0;24833.67;0;0
Bumper;202503// Got2b_STY Topseller B 25_Bumper_16x9_6s_BeachMatt_ChillHold//6sec//CPM//W18-54;CEE//HR//B//Hair Styling//got2b Styling//got2b;22614852371;3,762;0.14%;2,614,324;0.8;1.15;0;0;2998.89;0;0
Non-skippable in-stream;202503// Got2b_STY Topseller B 25_OLV_16x9_15s_RangeBeachMattTwistedPowderful-Master_ChillHold&HeatProtection&VolumeBoost//15sec//CPM//W18-54;CEE//HR//B//Hair Styling//got2b Styling//got2b;22608337149;1,023;0.06%;1,623,672;3.91;2.46;0;0;4000.14;0;0
Non-skippable in-stream;202503//Bref//TWC Cat Growth CX 24//Consumption campaign//video//Trueview;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22332695936;3,540;0.10%;3,419,181;2.1;2.17;0;0;7431.2;0;0
Bumper;202503//Bref//TWC Cat Growth CX 24//Consumption campaign//video//Bumper;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22326129339;9,625;0.22%;4,423,650;0.63;1.38;0;0;6091.93;0;0
Bumper;202503//Got2b_STY Glued Off LX 25_Bumper_16x9_6s_GluedTinted_Styling&ColorB&E_241126asv01FL2D_Global_V1//6sec//CPM//W18-34;CEE//HR//B//Hair Styling//got2b Styling//got2b;22306607992;5,206;0.21%;2,524,016;0.58;1.19;0;0;2999.64;0;0
Non-skippable in-stream;202503//Got2b_STY Glued Off LX 25_OLV_16x9_15s_GluedTinted_Styling&ColorB&E_241122asv04FL2D_Global_V1//15sec//CPM//W18-34;CEE//HR//B//Hair Styling//got2b Styling//got2b;22296206877;2,529;0.14%;1,778,322;1.58;2.25;0;0;4000;0;0
Bumper;202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//ALL25-34;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22149196229;686;0.13%;516,423;1;1.33;0;0;689.07;0;0
Bumper;202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//F35-54withkids;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22149196226;1,004;0.22%;451,962;0.63;1.39;0;0;629.12;0;0
Bumper;202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//ALL25-34withkids;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22149196223;1,044;0.24%;430,657;0.57;1.39;0;0;597.69;0;0
Non-skippable in-stream;202501//Bref//Power Active RL 24//Easier Way campaign//video//Trueview//ALL25-34;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22142822619;643;0.12%;548,741;1.85;2.17;0;0;1189.85;0;0
Non-skippable in-stream;202501//Bref//Power Active RL 24//Easier Way campaign//video//Trueview//F35-54withkids;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22142822616;993;0.23%;437,988;1.01;2.28;0;0;1000.03;0;0
Non-skippable in-stream;202501//Bref//Power Active RL 24//Easier Way campaign//video//Trueview//ALL25-34withkids;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22142822613;1,006;0.26%;387,106;0.89;2.32;0;0;898.85;0;0
Non-skippable in-stream;202501//Perwoll//Glam 2025//RethinkNew//Trueview;CEE//HR//L//SPD//Expressive Clothes//Perwoll;22091900857;2,507;0.06%;4,400,900;3.39;1.93;0;0;8500.35;0;0
Bumper;202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//W35-54 with kids;CEE//HR//L//ADW//Disburdening//Somat;22088623607;1,134;0.17%;664,233;0.73;1.25;0;0;833.03;0;0
Bumper;202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//All25-34 no kids;CEE//HR//L//ADW//Disburdening//Somat;22082474532;1,063;0.13%;795,822;0.78;1.04;0;0;829.19;0;0
Bumper;202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//W25-54;CEE//HR//L//ADW//Disburdening//Somat;22082451351;6,503;0.11%;5,887,856;1.08;1.19;0;0;7002.82;0;0
Non-skippable in-stream;202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//All25-34 no kids;CEE//HR//L//ADW//Disburdening//Somat;22082441424;542;0.09%;571,854;2.31;2.19;0;0;1253.15;0;0
Non-skippable in-stream;202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W35-54 with kids;CEE//HR//L//ADW//Disburdening//Somat;22082424657;808;0.15%;533,082;1.55;2.34;0;0;1249.9;0;0
Non-skippable in-stream;202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W25-54;CEE//HR//L//ADW//Disburdening//Somat;22082345952;3,393;0.07%;4,801,057;3.09;2.19;0;0;10498.47;0;0
Bumper;202501//Perwoll//Glam 2025//RethinkNew//Bumper;CEE//HR//L//SPD//Expressive Clothes//Perwoll;22081967688;10,156;0.19%;5,470,226;0.61;1.13;0;0;6183.76;0;0
