Ad format;Campaign;Campaign ID;Clicks;Impr.;Cost;Conversions
Shorts;DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.5.-30.6.2025.;22554733670;5,942;701,867;70.83;43.03
In-feed;DG_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.5.-30.6.2025.;22548317505;27,689;904,695;1529.61;185.2
Shorts;DG_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.5.-30.6.2025.;22548317505;401;98,599;21.17;16
Skippable in-stream;VID_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.5.-30.6.2025.;22548314541;1,492;950,709;2013.33;104.85
In-feed;VID_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.5.-30.6.2025.;22548314541;4;263,948;90.39;0.28
Shorts;VID_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.5.-30.6.2025.;22548314541;504;585,887;296.87;7.91
In-feed;VID_OMD_RS-SR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22524433186;60;2,170,226;275.3;25.5
Bumper;VID_OMD_RS-SR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22524433186;3,923;3,115,374;2224.39;31.96
In-feed;DG_OMD_RS-SR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514381406;107,832;3,677,412;1185.73;731.85
Shorts;DG_OMD_RS-SR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514381406;1,222;140,270;14.22;14
In-feed;VID_OMD_SI-SL_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514313036;15;659,017;182.52;8
Bumper;VID_OMD_SI-SL_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514313036;1,033;944,468;1816.95;19.01
In-feed;DG_OMD_SI-SL_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514311083;39,612;1,314,532;1949.82;360.43
Shorts;DG_OMD_SI-SL_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514311083;1,121;269,483;51.07;13.09
Skippable in-stream;VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Parents_1.5.-15.6.;22499210098;1,772;967,553;1082.13;39.8
In-feed;VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Parents_1.5.-15.6.;22499210098;34;519,858;118.61;3
Skippable in-stream;VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_1.5.-15.6.;22489149258;135;223,479;282.62;2
In-feed;VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_1.5.-15.6.;22489149258;48;589,950;151.01;2
Bumper;VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_1.5.-15.6.;22489149258;1,587;657,819;567;0
Skippable in-stream;VID_OMD_SI-SL_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;22456853468;759;532,480;1210.81;46.51
In-feed;VID_OMD_SI-SL_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;22456853468;5;140,073;51.68;0
Shorts;VID_OMD_SI-SL_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;22456853468;267;243,729;137.87;25
Skippable in-stream;VID_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.4.-15.6.2025.;22452071881;63;155,667;365.53;7
In-feed;VID_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.4.-15.6.2025.;22452071881;60;685,284;230.81;27.95
Bumper;VID_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.4.-15.6.2025.;22452071881;1,257;979,367;1893.53;3
Skippable in-stream;VID_OMD_RS-SR_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;22450383483;5,411;1,672,028;2027.45;169.28
In-feed;VID_OMD_RS-SR_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;22450383483;82;800,627;219.05;12
Shorts;VID_OMD_RS-SR_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;22450383483;2,122;757,756;255.52;20.17
Skippable in-stream;DG_OMD_SI-SL_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom 15.4.-4.6.;22448545813;2,186;67,642;111.63;35.4
In-feed;DG_OMD_SI-SL_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom 15.4.-4.6.;22448545813;38,892;2,642,769;1907.3;537.41
Shorts;DG_OMD_SI-SL_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom 15.4.-4.6.;22448545813;660;135,056;31.33;24.75
In-feed;DG_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_15.04.-04.06..;22448324377;151,180;5,274,765;1731.42;1,013.26
Shorts;DG_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_15.04.-04.06..;22448324377;1,451;171,347;18.7;9
Skippable in-stream;VID_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_15.04.-04.06..;22444782155;478;819,087;901.77;38.73
In-feed;VID_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_15.04.-04.06..;22444782155;183;1,391,955;422.24;74.62
Bumper;VID_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_15.04.-04.06..;22444782155;6,831;1,856,336;1476.54;23.53
In-feed;DG_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.4.-15.6.2025.;22442272935;31,675;1,286,062;1611.46;91.25
Shorts;DG_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.4.-15.6.2025.;22442272935;797;186,363;39.02;2
In-feed;DG_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;22439032317;120,421;4,027,875;1455.89;809.14
Shorts;DG_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;22439032317;3,186;393,703;44.1;46
Skippable in-stream;VID_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;22439010633;97;665,263;743.66;20
In-feed;VID_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;22439010633;106;1,319,140;285.13;36
Bumper;VID_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;22439010633;2,173;1,472,337;1071.77;22.21
Skippable in-stream;VID_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22425754280;103;549,899;522.94;7
In-feed;VID_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22425754280;58;1,184,802;207.88;8.25
Bumper;VID_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22425754280;1,464;1,294,203;770.58;5
Skippable in-stream;VID_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22425721094;41;192,229;429.18;9
In-feed;VID_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22425721094;13;438,382;132.66;13.97
Bumper;VID_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22425721094;532;645,749;1097.88;16
Shorts;VID_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22425721094;407;271,328;261.96;59.82
Skippable in-stream;DG_OMD_ME-ME_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_20.4.-30.6.;22419376731;7,756;215,094;89.02;3
In-feed;DG_OMD_ME-ME_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_20.4.-30.6.;22419376731;110,379;3,234,860;1190.85;83.4
Shorts;DG_OMD_ME-ME_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_20.4.-30.6.;22419376731;1,794;172,680;20.14;0
In-feed;DG_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22419266775;142,383;5,006,782;1683.56;1,072.07
Shorts;DG_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22419266775;5,399;655,960;66.41;55
In-feed;DG_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22419187677;18,725;574,377;972.77;285.02
Shorts;DG_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22419187677;524;126,722;27.23;9.4
Skippable in-stream;Dr. Oetker Easter Apr 2025 (YT) - CPV;22408653275;2,189;993,133;2751.01;0
Shorts;Dr. Oetker Easter Apr 2025 (YT) - CPV;22408653275;194;79,053;36.24;0
Skippable in-stream;VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_1.4.-30.5.;22394892459;289;707,716;603.95;11.7
In-feed;VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_1.4.-30.5.;22394892459;137;1,783,962;262.89;25
Bumper;VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_1.4.-30.5.;22394892459;3,104;2,637,242;1315.54;5.05
Shorts;VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_1.4.-30.5.;22394892459;992;805,138;319.4;36
Skippable in-stream;Dr. Oetker Easter Apr 2025 (YT) - Reach Mix - CPM;22378998132;32;119,909;275.6;0
Bumper;Dr. Oetker Easter Apr 2025 (YT) - Reach Mix - CPM;22378998132;614;316,496;439.71;0
Shorts;Dr. Oetker Easter Apr 2025 (YT) - Reach Mix - CPM;22378998132;588;364,537;296.29;0
In-feed;DG_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;22356422344;70,487;3,366,525;1128.46;7
Shorts;DG_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;22356422344;1,229;152,632;21.54;1
Skippable in-stream;VID_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;22346314041;412;338,260;457.74;0
In-feed;VID_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;22346314041;136;643,999;255.31;4
Bumper;VID_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;22346314041;2,478;885,938;819.21;0.22
Shorts;VID_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_20.3.-30.4.2025.;22346314041;803;409,945;254.46;10
Skippable in-stream;LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA;22309984514;1,336;1,238,073;3347.06;10
In-feed;LOC_HRV_HR_BAR_BLUE_NA_Togetherness_PR_NA_2025-03-17_2025-04-13_NA;22309984514;43;525,249;274.02;0
In-feed;DG_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22309625236;34,481;1,404,850;1670.48;718.05
Shorts;DG_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22309625236;638;148,628;29.97;13
Skippable in-stream;VID_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22309555849;1,659;1,040,040;726.87;55.48
In-feed;VID_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22309555849;38;508,263;85.88;4.6
Shorts;VID_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22309555849;870;504,362;188.08;47.12
Skippable in-stream;LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA;22306320697;1,798;1,426,633;3598.07;51.06
In-feed;LOC_HRV_HR_BAR_PESS_NA_Pesto-March_PR_NA_2025-03-10_2025-03-30_NA;22306320697;19;404,887;204.35;0
In-feed;DG_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22305875906;150,318;5,045,951;1940.67;1,265.03
Shorts;DG_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22305875906;4,139;511,105;59.18;64.12
Skippable in-stream;VID_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Youtube_4.3.-15.4.2025.;22305823658;437;414,254;807.55;97.8
In-feed;VID_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Youtube_4.3.-15.4.2025.;22305823658;13;125,108;38.84;1.01
Shorts;VID_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Youtube_4.3.-15.4.2025.;22305823658;252;229,247;153.43;31.01
In-feed;DG_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22258612036;37,613;1,505,615;1650.67;223.09
Shorts;DG_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22258612036;1,253;256,753;50.03;20.01
Skippable in-stream;VID_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22248075321;1,853;1,553,703;2793.79;242.74
In-feed;VID_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22248075321;20;293,135;75.45;17
Shorts;VID_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22248075321;838;999,545;628.28;68.95
In-feed;DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22247614314;162,532;6,495,498;1898.61;559.36
Shorts;DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22247614314;4,534;492,652;51.28;27
Skippable in-stream;VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22247576781;120;50,825;22.28;20.11
In-feed;VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22247576781;378;3,888,755;473.18;24.47
Bumper;VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22247576781;8,739;6,151,022;2515.35;32.61
Shorts;VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22247576781;4,030;2,702,975;889.83;82.04
In-feed;Dr. Oetker Ristorante Feliciana Feb 2025 (YT) - Reach Mix - CPM;22200112980;3;92,588;16.38;0
Bumper;Dr. Oetker Ristorante Feliciana Feb 2025 (YT) - Reach Mix - CPM;22200112980;418;838,894;795.24;0
Shorts;Dr. Oetker Ristorante Feliciana Feb 2025 (YT) - Reach Mix - CPM;22200112980;657;615,453;265.6;0
Skippable in-stream;LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview;22183805418;1,966;1,839,913;4956.94;4
In-feed;LOC_HRV_HR_BAR_BLUE_NA_Always-on_AO_NA_2025-01-01_2025-12-31-Trueview;22183805418;68;1,995,762;953.29;8
In-feed;DG_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;22149298273;39,581;2,565,417;1625.85;549.81
Shorts;DG_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;22149298273;571;130,315;24.02;15
In-feed;DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;22149189739;190,658;6,291,596;1919.5;0
Shorts;DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;22149189739;2,580;287,547;30.41;0
Skippable in-stream;Dr. Oetker Božićna kampanja Nov-Dec 2024 (YT) - Reach Mix 2.0;21930149226;0;0;0;0
In-feed;Dr. Oetker Božićna kampanja Nov-Dec 2024 (YT) - Reach Mix 2.0;21930149226;0;0;0;0
Bumper;Dr. Oetker Božićna kampanja Nov-Dec 2024 (YT) - Reach Mix 2.0;21930149226;0;0;0;0
Shorts;Dr. Oetker Božićna kampanja Nov-Dec 2024 (YT) - Reach Mix 2.0;21930149226;0;0;0;0
Skippable in-stream;Borotalco Invisible Nov - Dec 2024 (YT) - Reach Mix;21907287569;0;0;0;0
In-feed;Borotalco Invisible Nov - Dec 2024 (YT) - Reach Mix;21907287569;0;0;0;0
Bumper;Borotalco Invisible Nov - Dec 2024 (YT) - Reach Mix;21907287569;0;0;0;0
Skippable in-stream;DG_OMD_SI-SL_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_SHAVER_6.11.-20.12.2024.;21879766200;0;0;0;0
In-feed;DG_OMD_SI-SL_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_SHAVER_6.11.-20.12.2024.;21879766200;0;0;0;0
Shorts;DG_OMD_SI-SL_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_SHAVER_6.11.-20.12.2024.;21879766200;0;0;0;0
In-feed;DG_OMD_SI-EN_MCC_MCC_Comforting_Soothers_NA_GOO_BRD_Avent Soothers 1.11.-31.12.2024.;21863720765;0;0;0;0
Shorts;DG_OMD_SI-EN_MCC_MCC_Comforting_Soothers_NA_GOO_BRD_Avent Soothers 1.11.-31.12.2024.;21863720765;0;0;0;0
In-feed;DG_OMD_RS-EN_MCC_MCC_Comforting_Soothers_NA_GOO_BRD_Avent Soothers 1.11.-31.12.2024.;21863556908;0;0;0;0
Shorts;DG_OMD_RS-EN_MCC_MCC_Comforting_Soothers_NA_GOO_BRD_Avent Soothers 1.11.-31.12.2024.;21863556908;0;0;0;0
Skippable in-stream;DG_OMD_ME-EN_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_18.10.-24.12.2024.;21833972135;0;0;0;0
In-feed;DG_OMD_ME-EN_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_18.10.-24.12.2024.;21833972135;0;0;0;0
Shorts;DG_OMD_ME-EN_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_18.10.-24.12.2024.;21833972135;0;0;0;0
Skippable in-stream;YTV_OMD_ME-EN_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_18.10.-24.12.2024.;21833972132;0;0;0;0
In-feed;YTV_OMD_ME-EN_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_18.10.-24.12.2024.;21833972132;0;0;0;0
Bumper;YTV_OMD_ME-EN_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_18.10.-24.12.2024.;21833972132;0;0;0;0
Shorts;YTV_OMD_ME-EN_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_18.10.-24.12.2024.;21833972132;0;0;0;0
Skippable in-stream;DG_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_21.10.-24.12.2024.;21833891519;0;0;0;0
In-feed;DG_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_21.10.-24.12.2024.;21833891519;0;0;0;0
Shorts;DG_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_21.10.-24.12.2024.;21833891519;0;0;0;0
Skippable in-stream;DG_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_21.10.-24.12.2024.;21827352468;0;0;0;0
In-feed;DG_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_21.10.-24.12.2024.;21827352468;0;0;0;0
Shorts;DG_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_21.10.-24.12.2024.;21827352468;0;0;0;0
In-feed;DG_OMD_SI-EN_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_08.10.-30.12.2024._DEMAND GEN;21794178136;0;0;0;0
Shorts;DG_OMD_SI-EN_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_08.10.-30.12.2024._DEMAND GEN;21794178136;0;0;0;0
Skippable in-stream;VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_08.10.-30.12.2024._YOUTUBE;21790210028;0;0;0;0
In-feed;VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_08.10.-30.12.2024._YOUTUBE;21790210028;0;0;0;0
Bumper;VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_08.10.-30.12.2024._YOUTUBE;21790210028;0;0;0;0
In-feed;DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_08.10.-30.12.2024._DEMAND GEN;21790209287;0;0;0;0
Shorts;DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_08.10.-30.12.2024._DEMAND GEN;21790209287;0;0;0;0
Skippable in-stream;VID_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerHE_RETUPGHC_GOO_BRD_SenseIQ_1.10.-15.12.2024.;21781164370;0;0;0;0
In-feed;VID_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerHE_RETUPGHC_GOO_BRD_SenseIQ_1.10.-15.12.2024.;21781164370;0;0;0;0
Bumper;VID_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerHE_RETUPGHC_GOO_BRD_SenseIQ_1.10.-15.12.2024.;21781164370;0;0;0;0
In-feed;DG_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerHE_RETUPGHC_GOO_BRD_SenseIQ_1.10.-15.12.2024.;21779113828;0;0;0;0
Shorts;DG_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerHE_RETUPGHC_GOO_BRD_SenseIQ_1.10.-15.12.2024.;21779113828;0;0;0;0
In-feed;DG_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerHE_RETUPGHC_GOO_BRD_SenseIQ_1.10.-15.12.2024.;21779102800;0;0;0;0
Shorts;DG_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerHE_RETUPGHC_GOO_BRD_SenseIQ_1.10.-15.12.2024.;21779102800;0;0;0;0
Skippable in-stream;VID_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerHE_RETUPGHC_GOO_BRD_SenseIQ_1.10.-15.12.2024.;21775324487;0;0;0;0
In-feed;VID_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerHE_RETUPGHC_GOO_BRD_SenseIQ_1.10.-15.12.2024.;21775324487;0;0;0;0
Bumper;VID_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerHE_RETUPGHC_GOO_BRD_SenseIQ_1.10.-15.12.2024.;21775324487;0;0;0;0
In-feed;DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade 1.10.-30.11.2024._DemandGen;21774697807;0;0;0;0
Shorts;DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade 1.10.-30.11.2024._DemandGen;21774697807;0;0;0;0
Skippable in-stream;VID_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerHE_RETUPGHC_GOO_BRD_SenseIQ_YT_1.10.-15.12.2024._greška;21768688311;0;0;0;0
In-feed;DG_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade 1.10.-30.11.2024._DemandGen;21764235096;0;0;0;0
Shorts;DG_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade 1.10.-30.11.2024._DemandGen;21764235096;0;0;0;0
Skippable in-stream;LOC_HRV_HR_BAR_BLUE_NA_Oct-Flight_PR_NA_2024-10-01_2024-10-27;21749432041;0;0;0;0
In-feed;LOC_HRV_HR_BAR_BLUE_NA_Oct-Flight_PR_NA_2024-10-01_2024-10-27;21749432041;0;0;0;0
