Campaign;Campaign ID;Campaign type;Country/Territory (User location);Impr.;Clicks;Cost
DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 15.10-15.12.2025.;23142265886;Demand Gen;Croatia;502,759;6,604;1413.35
202511//Ceresit//Ceresit Glue;23229615301;Display;South Korea;19;0;0
DG_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler 15.04.-15.06.2025.;22449188365;Demand Gen;Croatia;2,902,870;56,195;1750
McDonald's Grimace Exclusive June 2025 (YT) - Bumper;22632976000;In-stream video;Croatia;671,588;526;578.54
PMAX_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_15.1.-30.3.;22133253577;Performance Max;Croatia;1,286,408;11,057;1542.33
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Israel;1,720;0;0.64
McDonald's IceCoffe June - August 2025 (YT) - Bumper;22738859515;In-stream video;Croatia;2,758,149;1,797;2500.69
Zott Monte Aug - Sep 2025 (YT) - TrueView - CPV;22946567491;In-stream video;Croatia;1,603,153;6,209;5493.05
McDonald's Maestro IV Sep - Oct 2025 (YT) - Bumper;22972236465;In-stream video;Croatia;3,161,419;1,741;2500.25
McDonald's 1+1 Apr-May 2025 (YT) - CPV;22485305991;In-stream video;Croatia;1,448,890;1,573;4999.71
T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_Bumper - Female;22295030785;In-stream video;Croatia;884,139;1,597;1300.42
Zott Jogobella Mar - Apr 2025 (YT) - TrueView - CPV;22364175495;In-stream video;Croatia;840,210;359;1700.51
Zott Jogobella Sept - Oct 2025 (YT) - Bumper - CPM;23001363809;In-stream video;Croatia;729,333;447;1000.45
T03_001594_HR_NFC_Q10DualActionSerum_AW_Apr25_Jun25_fullf_OMD_DigGR_BumperOlder;22439393505;In-stream video;Croatia;419,079;1,079;720.41
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Croatia;210,566;250;511.8
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Western Sahara;912;4;0.51
202509//Ceresit//Ceresit CT19;23051949030;Display;South Korea;19;0;0
202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Canada;7;0;0
McDonald's MOP Sep - Nov OSIJEK 2025 (YT) - Bumper;23201479909;In-stream video;Croatia;289,462;190;500.36
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Bolivia;58,075;32;21.64
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Cayman Islands;234;0;0.08
McDonald's Opusteno Dopusteno II August 2025 (YT) - Bumper;22895981650;In-stream video;Croatia;2,026,392;1,409;1500.05
JGL Muzej farmacije HR Jul - Aug 2025 (DG) - CPC;22738795586;Demand Gen;Croatia;487,061;11,740;245.08
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Uruguay;10,051;10;6.99
McDonald's McCrispy AO Aug - Sep 2025 (YT) - CPV;22886402763;In-stream video;Croatia;979,256;811;2500.44
prolife_january_2025_youtube_cpm_reachmix_2.0;22133399476;In-stream video;Croatia;4,934,991;4,603;3826.97
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Indonesia;311,349;80;90.4
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Zimbabwe;2,074;2;0.63
jgl_zaposljavanje_october_2025_cross-network_pmax;23130287493;Performance Max;Ukraine;11;1;0.17
T03_000055_HR_NBD_BodyMilk_AW_Jan25_Feb25_fullf_OMD_DigGR_Trueview;22129106611;In-stream video;Croatia;2,078,042;5,824;5999.63
202512//Ceresit//Ceresit Expert;23348045715;Display;New Zealand;5;0;0
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Taiwan;351;0;1.27
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;United States;385;3;3.62
202511//Ceresit//Ceresit Glue;23229615301;Display;Latvia;4;0;0
VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23136085091;In-stream video;Croatia;2,481,079;946;2001.92
McDonald's McDelivery x Glovo III Dec 2025 (YT) - Bumper;23359818609;In-stream video;Croatia;576,475;631;998.56
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Nigeria;4,986;6;4.29
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;South Korea;48;0;0.11
McDonald's Snack Menu AO Oct - Nov 2025 (YT) - Bumper;23117041842;In-stream video;Croatia;1,814,146;858;1499.85
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Ghana;4,256;1;1.16
McDonald's Employer Image - June - August 2025 Performance Max - CPA;22681905575;Performance Max;Croatia;8,482,280;86,883;5013.46
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;South Korea;2,206;1;1.06
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;U.S. Virgin Islands;191;0;0.15
Zott Jogobella Jan - Feb 2025 (YT) - TrueView - CPV;22133482768;In-stream video;Croatia;1,788,065;951;3080.37
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Guadeloupe;140;0;0.12
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Cambodia;59,025;473;30.76
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Libya;14,699;30;4.42
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Gibraltar;18;0;0.01
McDonald's McDelivery Jan - Apr 2025 (YT) - Bumper;22129838083;In-stream video;Croatia;763,152;258;441.41
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Luxembourg;13;0;0
202509//Ceresit//Ceresit CT19;23051949030;Display;Brunei;1;0;0
202512//Ceresit//Ceresit Expert;23348045715;Display;Denmark;27;2;0.07
meralys_january_2025_youtube_cpm;22143110130;In-stream video;Croatia;3,570,139;8,766;5741.17
McDonald's McDelivery Wolt Apr - May 2025 (YT) - Bumper;22452503269;In-stream video;Croatia;710,641;532;800.01
McDonald's 1+1 Feb-Mar 2025 (YT) - Bumper;22200493569;In-stream video;Croatia;1,531,439;454;800.79
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Curacao;246;1;0.21
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Uganda;5,561;12;3.42
T03_001594_HR_NFC_Q10DualActionSerum_AW_Apr25_Jun25_fullf_OMD_DigGR_BumperYounger;22449249724;In-stream video;Croatia;542,622;877;1080.42
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Ecuador;98,224;123;71.92
202511//Ceresit//Ceresit Glue;23229615301;Display;Saudi Arabia;75;0;0
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Malaysia;26,206;7;7.25
202511//Ceresit//Ceresit Glue;23229615301;Display;Luxembourg;19;0;0
McDonald's Happy Meal Squiishmallows June 2025 - Bumper;22632870437;In-stream video;Croatia;822,812;673;999.61
202512//Ceresit//Ceresit Expert;23348045715;Display;South Korea;17;0;0
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_1.4.-30.5.;22401314099;In-stream video;Croatia;2,867,417;2,435;2501.3
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Faroe Islands;40;0;0.02
Zott Monte May - Jul 2025 (YT) - TrueView - CPV;22548433632;In-stream video;Croatia;2,734,265;7,178;6750.37
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Qatar;2,247;1;1.79
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Svalbard and Jan Mayen;3;0;0
VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler 15.04.-15.06.2025.;22519829013;In-stream video;Croatia;1,601,172;1,341;1486.94
DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.05.-30.06.2025;22545560319;Demand Gen;Croatia;3,433,455;55,786;1650.02
202509//Ceresit//Ceresit CT19;23051949030;Display;Greece;205;1;0.05
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Egypt;21,823;35;18.15
DG_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_20.10.-31.12.2025.;23172997630;Demand Gen;Croatia;201,148;3,917;921.92
202512//Ceresit//Ceresit Expert;23348045715;Display;Qatar;38;1;0.07
McDonald's Coffee July - September 2025 (YT) - Bumper;22733055054;In-stream video;Croatia;2,876,217;921;1500.38
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Uganda;6,183;1;1.99
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Argentina;38,744;7;9.89
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Hong Kong;92;0;0.27
McDonald's McDelivery AO Sep - Oct 2025 (YT) - CPV;23051723493;In-stream video;Croatia;442,201;532;1500.11
202511//Ceresit//Ceresit Glue;23229615301;Display;Slovakia;19;0;0
T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_bumper;22149545170;In-stream video;Croatia;3,394,998;11,403;5993.9
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Reunion;1,240;0;0.4
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Latvia;250;0;0.19
202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Germany;851;19;1.44
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Greenland;88;0;0.05
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Guatemala;28,253;42;18.25
202511//Ceresit//Ceresit Glue;23229615301;Display;South Africa;139;1;0.05
McDonald's Employer Image AO Jan - Mar 2025 Performance Max - CPA;22088665616;Performance Max;Croatia;12,051,234;171,648;10551.38
T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Male;22366896424;In-stream video;Croatia;233,696;171;500.32
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Ukraine;26,954;10;22.94
202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Sweden;148;4;0.16
McDonald's Mixology July 2025 (YT) - Bumper;22765251787;In-stream video;Croatia;788,071;505;799.64
VID_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23163601191;In-stream video;Bosnia and Herzegovina;4,389,042;3,242;1552.06
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Senegal;17,811;57;8.55
T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_bumper;22243238376;In-stream video;Croatia;3,707,613;11,236;6372.39
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_1.5.-30.6.;22499484667;In-stream video;Bosnia and Herzegovina;566,245;639;217.63
T03_000286_HR_NFL_MicellarExtra_AW_Jun25_Jul25_fullf_OMD_DigGR_Trueview;22601582282;In-stream video;Croatia;595,536;683;1600.01
202511//Ceresit//Ceresit Glue;23229615301;Display;Norway;161;2;0.18
McDonald's Coffee Monday II Oct - Dec 2025 (YT) - CPV;23156569103;In-stream video;Croatia;566,789;702;1999.47
McDonald's McDelivery Wolt Apr - May 2025 (YT) - CPV;22442535963;In-stream video;Croatia;673,214;3,112;1199.9
202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;South Korea;12;0;0
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Guadeloupe;107;0;0.07
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;U.S. Virgin Islands;194;0;0.12
Nissan All range Feb 2025 - Perfomance Max;22194856022;Performance Max;Croatia;723,877;15,691;3964.06
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Lithuania;106;0;0.07
202511//Ceresit//Ceresit Glue;23229615301;Display;Japan;35;0;0
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;France;495;0;0.13
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Saint Martin;131;0;0.04
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Japan;944;2;5.55
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Nicaragua;11,627;22;7.45
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Greece;35;0;0.09
PMAX_OMD_HR-HR_GB_OG_Grooming_GroomingUndivided_NA_GOO_BRD_Multigroom_20.09.-10.11.;23150224947;Performance Max;Malaysia;4;2;0.3
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Belarus;22,250;4;7.32
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Israel;5;0;0
McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - Bumper;23084523094;In-stream video;Croatia;826,862;326;574.19
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Kazakhstan;38,014;33;28.44
PMAX_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_PMAX_14.11.-31.12.2025.;23283955574;Performance Max;Slovakia;4;1;0.27
McDonald's Employer Image II May - June 2025 (YT) - CPV;22633085185;In-stream video;Croatia;434,991;415;1499.41
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Montenegro;1,149;0;1.05
T03_001637_HR_NFC_Q10UVSerum_AW_Jul25_Aug25_fullf_OMD_DigGR_VRC;22759159350;In-stream video;Croatia;5,554,182;8,736;10100.06
VID_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_Campaign_SLO;22691380071;In-stream video;Slovenia;1,588,774;1,443;2499.55
McDonald's McNuggets III Oct - Nov 2025 (YT) - Bumper;23128436618;In-stream video;Croatia;1,318,213;708;1198.67
T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_trueview;22249484069;In-stream video;Croatia;2,851,370;6,008;6500.98
McDonald's MOP Sep - Nov 2025 (YT) - Bumper;23038275832;In-stream video;Croatia;1,346,558;776;1500.93
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Venezuela;145,136;68;51.82
202509//Ceresit//Ceresit CT19;23051949030;Display;Israel;15;0;0
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Bermuda;209;0;0.07
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Oman;2;0;0
McDonald's Employer Image II May - June 2025 Performance Max - CPA;22578629980;Performance Max;Croatia;3,648,816;34,918;3809.3
202512//Ceresit//Ceresit Expert;23348045715;Display;Ireland;147;1;0.03
202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;Display;Malta;60;2;0.08
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Philippines;92,705;25;26.72
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;French Polynesia;215;0;0.16
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Cyprus;269;0;0.23
T03_000085_HR_NSU_UVFace_AW_Mar25_May25_fullf_OMD_DigGR_Shorts;22328716745;In-stream video;Croatia;825,610;1,682;433.87
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Luxembourg;181;0;0.05
McDonald's Breakfast AO Sep - Dec 2025 (YT) - Bumper;23051177880;In-stream video;Croatia;1,306,321;917;1499.98
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Pakistan;51,708;131;35.05
McDonald's MOP Aug - Sep 2025 (YT) - Bumper;22974152623;In-stream video;Croatia;2,470,889;1,408;1998.21
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;British Indian Ocean Territory;8;0;0
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Latvia;56;0;0
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Papua New Guinea;603;1;0.24
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Finland;4;0;0.03
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Anguilla;87;0;0.03
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Uruguay;11,294;4;9.18
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Mayotte;269;0;0.16
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Romania;94;0;0.23
T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_Bumper - Male;22291389092;In-stream video;Croatia;1,378,123;2,949;2000.14
McDonald's McDelivery x Glovo III Dec 2025 (YT) - CPV;23368942255;In-stream video;Croatia;336,136;306;1198.36
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Honduras;19,614;25;13.35
PMAX_OMD_HR-HR_GB_OG_Grooming_GroomingUndivided_NA_GOO_BRD_Multigroom_20.09.-10.11.;23150224947;Performance Max;Czechia;2;0;0
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Austria;2;0;0.02
VID_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22306114256;In-stream video;Croatia;990,205;1,423;1000.52
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Ukraine;41,107;1;9.75
202512//Ceresit//Ceresit Expert;23348045715;Display;Slovakia;37;0;0
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Vietnam;388,235;187;122.2
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;El Salvador;9,605;6;3.46
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;British Virgin Islands;77;0;0.05
McDonald's Employer Image III Aug - Sep 2025 (Performance Max) - CPA;22927005302;Performance Max;Croatia;2,772,854;23,668;2978.72
202511//Ceresit//Ceresit Glue;23229615301;Display;Portugal;67;1;0.05
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;South Africa;13,200;0;14.27
McDonald's Employer Image II May - June 2025 - (YT) - VVC - CPV;22586420394;In-stream video;Croatia;2,718,588;14,051;8998.33
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Malaysia;11,364;11;11.88
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Iceland;36;0;0.01
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Turkiye;22,317;5;28.03
202509//Ceresit//Ceresit CT19;23051949030;Display;Poland;48;0;0
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Denmark;7;0;0.05
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Western Sahara;816;2;0.47
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Saint Helena, Ascension and Tristan da Cunha;9;0;0
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Brazil;2;0;0
DIS_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22259191387;Display;Croatia;7,150,912;2,445;999.82
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Slovakia;270;0;0.05
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Martinique;139;0;0.14
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Mexico;144,619;19;50.81
202509//Ceresit//Ceresit CT19;23051949030;Display;United States;7;0;0
202512//Ceresit//Ceresit Expert;23348045715;Display;Greece;45;0;0
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Kazakhstan;47,327;49;38.16
McDonald's McCrispy I Feb-Mar 2025 (YT) - CPV;22253567644;In-stream video;Croatia;1,547,745;1,304;4575.63
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Australia;301;0;0.12
McDonald's McCrispy July 2025 (YT) - CPV;22738912700;In-stream video;Croatia;810,143;1,066;2497.24
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Tanzania;6,860;31;3.75
McDonald's McDelivery x Glovo II Prime Oct 2025 (YT) - Bumper;23151658453;In-stream video;Croatia;904,139;747;1198.34
DIS_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_GDN_14.11.-31.12.2025.;23283860303;Display;Croatia;588,728;14,250;898.93
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Germany;6;0;0
McDonald's McCrispy AO Aug - Sep 2025 (YT) - Bumper;22892098685;In-stream video;Croatia;2,820,290;1,547;2000.31
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Peru;90,513;95;78.33
202509//Ceresit//CE&CS25//Brand Campaign;23035480243;Display;Croatia;2,898,688;43,760;2446.15
202509//Ceresit//Ceresit CT19;23051949030;Display;Croatia;1,977,287;30,162;1489.29
202509//Ceresit//Ceresit CT19;23051949030;Display;Macao;3;0;0
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;Falkland Islands (Islas Malvinas);4;0;0
McDonald's IceCoffe June - August 2025 (YT) - CPV;22738910359;In-stream video;Nicaragua;14,178;26;9.28
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Nepal;53,820;325;26.82
202511//Ceresit//Ceresit Glue;23229615301;Display;Israel;17;2;0.09
McDonald's Stripsi June - July 2025 (YT) - CPV;22739124367;In-stream video;Austria;4;0;0.01
McDonald's Maestro I Feb-Mar 2025 (YT) - CPV;22221082960;In-stream video;Croatia;1,515,311;1,351;4146.05
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;French Guiana;544;0;0.21
T03_000033_HR_NCR_Soft_AW_Apr25_Jun25_fullf_OMD_DigGR_TrueView;22419536577;In-stream video;Croatia;3,188,543;6,523;7103.6
202512//Ceresit//Ceresit Expert;23348045715;Display;Hong Kong;4;0;0
PMAX_OMD_HR-HR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22850295323;Performance Max;Greece;182;0;0
