Ad format	Campaign	Campaign ID	Clicks	Impr.	CTR	Avg. CPC	Avg. CPM	TrueView views	TrueView avg. CPV	Conversions	Cost / conv.	Conv. rate	Cost
In-feed	DG_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.	22299667824	68,204	3,099,520	2.20%	0.03	0.67	0	0.0	0	0.0	0.00%	2072.16
Shorts	DG_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.	22299667824	3,115	587,947	0.53%	0.03	0.17	0	0.0	0	0.0	0.00%	97.48
Skippable in-stream	VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.	22255099322	2,250	1,552,180	0.14%	0.91	1.32	434,094	0.0	130.14	15.8	0.02%	2056.36
In-feed	VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.	22255099322	9	226,083	0.00%	6.25	0.25	4,829	0.01	2	28.12	0.03%	56.24
Shorts	VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.	22255099322	1,052	1,133,303	0.09%	0.46	0.43	12,956	0.04	73.96	6.6	0.24%	487.78
Skippable in-stream	McDonald's McCrispy I Feb-Mar 2025 (YT) - CPV	22253567644	1,304	1,547,745	0.08%	3.51	2.96	981,717	0.0	1,604.45	2.85	0.15%	4575.63
In-feed	McDonald's McCrispy I Feb-Mar 2025 (YT) - Bumper	22253470993	87	1,354,825	0.01%	3.06	0.2	16,318	0.02	153.68	1.73	0.90%	266.5
Bumper	McDonald's McCrispy I Feb-Mar 2025 (YT) - Bumper	22253470993	1,398	1,689,987	0.08%	1.11	0.92	0	0.0	1,131.03	1.38	80.90%	1556.33
In-feed	DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.	22248624606	66,948	3,852,407	1.74%	0.03	0.5	0	0.0	698.8	2.76	1.04%	1930.72
Shorts	DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.	22248624606	2,527	464,549	0.54%	0.03	0.15	0	0.0	49	1.42	1.94%	69.44
Skippable in-stream	McDonald's Maestro I Feb-Mar 2025 (YT) - CPV	22221082960	1,351	1,515,311	0.09%	3.07	2.74	929,473	0.0	1,581.17	2.62	0.15%	4146.05
In-feed	McDonald's Maestro I Feb-Mar 2025 (YT) - Bumper	22217107820	114	1,631,573	0.01%	2.86	0.2	20,239	0.02	279.79	1.17	1.35%	326.06
Bumper	McDonald's Maestro I Feb-Mar 2025 (YT) - Bumper	22217107820	2,050	2,210,605	0.09%	1.02	0.94	0	0.0	618.99	3.37	30.19%	2084.85
Skippable in-stream	McDonald's 1+1 Feb-Mar 2025 (YT) - CPV	22200515907	490	543,252	0.09%	3.06	2.76	323,312	0.0	376.61	3.98	0.10%	1500.69
In-feed	McDonald's 1+1 Feb-Mar 2025 (YT) - Bumper	22200493569	37	696,443	0.01%	3.46	0.18	9,379	0.01	59.23	2.16	0.59%	128.14
Bumper	McDonald's 1+1 Feb-Mar 2025 (YT) - Bumper	22200493569	417	834,996	0.05%	1.61	0.81	0	0.0	116.87	5.76	28.03%	672.65
In-feed	McDonald's HM Pokemon Jan Feb 2025 (YT) - Bumper	22165469401	23	317,258	0.01%	3.54	0.26	6,718	0.01	46	1.77	0.68%	81.49
Bumper	McDonald's HM Pokemon Jan Feb 2025 (YT) - Bumper	22165469401	656	686,066	0.10%	1.02	0.97	0	0.0	162.08	4.11	24.71%	666.95
Skippable in-stream	McDonald's HM Pokemon Jan Feb 2025 (YT) - CPV	22155260349	4,153	1,798,973	0.23%	1.08	2.5	949,296	0.0	2,593.81	1.73	0.23%	4495.46
Skippable in-stream	meralys_january_2025_youtube_cpm	22143110130	8,766	3,570,139	0.25%	0.65	1.61	922,976	0.01	0	0.0	0.00%	5741.17
Skippable in-stream	Zott Jogobella Jan - Feb 2025 (YT) - TrueView - CPV	22133482768	796	1,175,538	0.07%	3.56	2.41	749,281	0.0	0	0.0	0.00%	2830.33
In-feed	Zott Jogobella Jan - Feb 2025 (YT) - TrueView - CPV	22133482768	47	572,341	0.01%	5.04	0.41	33,241	0.01	0	0.0	0.00%	236.91
Shorts	Zott Jogobella Jan - Feb 2025 (YT) - TrueView - CPV	22133482768	108	40,186	0.27%	0.12	0.33	1,063	0.01	0	0.0	0.00%	13.12
Skippable in-stream	prolife_january_2025_youtube_cpm_reachmix_2.0	22133399476	174	441,301	0.04%	4.4	1.73	142,583	0.01	0	0.0	0.00%	765.06
In-feed	prolife_january_2025_youtube_cpm_reachmix_2.0	22133399476	9	186,755	0.00%	6.42	0.31	6,200	0.01	0	0.0	0.00%	57.82
Bumper	prolife_january_2025_youtube_cpm_reachmix_2.0	22133399476	1,248	1,843,088	0.07%	1.4	0.95	0	0.0	0	0.0	0.00%	1749.15
Shorts	prolife_january_2025_youtube_cpm_reachmix_2.0	22133399476	3,172	2,463,847	0.13%	0.4	0.51	43,724	0.03	0	0.0	0.00%	1254.93
In-feed	DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_15.1.-30.3.	22133251429	74,614	4,170,171	1.79%	0.02	0.44	0	0.0	909	2.0	1.22%	1817.42
Shorts	DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_15.1.-30.3.	22133251429	1,285	251,202	0.51%	0.03	0.13	0	0.0	10	3.25	0.78%	32.53
Skippable in-stream	McDonald's McDelivery Jan - Apr 2025 (YT) - CPV	22129861369	1,014	685,803	0.15%	1.31	1.93	350,975	0.0	400.59	3.31	0.10%	1326.7
In-feed	McDonald's McDelivery Jan - Apr 2025 (YT) - Bumper	22129838083	19	270,218	0.01%	2.72	0.19	4,213	0.01	2	25.83	0.05%	51.67
Bumper	McDonald's McDelivery Jan - Apr 2025 (YT) - Bumper	22129838083	239	492,934	0.05%	1.63	0.79	0	0.0	18.22	21.39	7.62%	389.74
Skippable in-stream	Zott Monte Jan - Feb 2025 (YT) - Trueview - CPV	22125482779	3,736	1,546,606	0.24%	1.17	2.83	720,481	0.01	0	0.0	0.00%	4375.56
In-feed	Zott Monte Jan - Feb 2025 (YT) - Trueview - CPV	22125482779	644	1,468,191	0.04%	1.42	0.62	66,687	0.01	0	0.0	0.00%	916.64
Shorts	Zott Monte Jan - Feb 2025 (YT) - Trueview - CPV	22125482779	919	359,127	0.26%	0.23	0.58	12,603	0.02	0	0.0	0.00%	208.16
Skippable in-stream	Zott Jogobella Jan - Feb 2025 (YT) - Bumper - CPM	22123497963	403	515,856	0.08%	1.81	1.42	154,294	0.0	0	0.0	0.00%	730.1
Shorts	Zott Jogobella Jan - Feb 2025 (YT) - Bumper - CPM	22123497963	101	117,104	0.09%	0.4	0.34	1,500	0.03	0	0.0	0.00%	40.18
Skippable in-stream	Zott Protein Jan - Mar 2025 (YT) - Bumper - CPM	22109070190	50	56,308	0.09%	1.35	1.2	20,080	0.0	0	0.0	0.00%	67.59
Bumper	Zott Protein Jan - Mar 2025 (YT) - Bumper - CPM	22109070190	2,925	2,196,236	0.13%	0.69	0.92	0	0.0	0	0.0	0.00%	2017.65
Shorts	Zott Protein Jan - Mar 2025 (YT) - Bumper - CPM	22109070190	1,957	1,778,446	0.11%	0.47	0.52	36,701	0.02	0	0.0	0.00%	916.12
Skippable in-stream	Zott Protein Jan - Mar 2025 (YT) - Trueview - CPV	22109053123	2,705	3,212,649	0.08%	2.79	2.35	2,207,935	0.0	0	0.0	0.00%	7545.43
In-feed	Zott Protein Jan - Mar 2025 (YT) - Trueview - CPV	22109053123	132	1,109,288	0.01%	3.27	0.39	65,508	0.01	0	0.0	0.00%	432.01
Shorts	Zott Protein Jan - Mar 2025 (YT) - Trueview - CPV	22109053123	1,863	765,056	0.24%	0.17	0.42	24,496	0.01	0	0.0	0.00%	323.6
Skippable in-stream	McDonald's 1+1 January 2025 (YT) - CPV	22101473486	2,518	1,844,138	0.14%	1.59	2.17	1,009,638	0.0	1,699.28	2.35	0.15%	3999.3
In-feed	McDonald's 1+1 January 2025 (YT) - Bumper	22101432671	49	606,540	0.01%	2.43	0.2	10,919	0.01	28.31	4.21	0.26%	119.11
Bumper	McDonald's 1+1 January 2025 (YT) - Bumper	22101432671	854	1,109,313	0.08%	1.03	0.79	0	0.0	210.22	4.19	24.62%	880.52
Skippable in-stream	McDonald's Breakfast AO Jan - Mar 2025 (YT) - CPV	22099305524	710	807,626	0.09%	2.82	2.48	455,053	0.0	469.73	4.26	0.09%	1999.8
In-feed	McDonald's Breakfast AO Jan - Mar 2025 (YT) - Bumper	22099244537	19	439,330	0.00%	5.03	0.22	8,344	0.01	51.89	1.84	0.62%	95.5
Bumper	McDonald's Breakfast AO Jan - Mar 2025 (YT) - Bumper	22099244537	706	1,045,751	0.07%	1.28	0.86	0	0.0	247.25	3.66	35.02%	904.38
In-feed	McDonald's Coffee AO Jan - Mar 2025 (YT) - Bumper	22089219752	16	346,926	0.00%	4.97	0.23	6,102	0.01	13	6.12	0.21%	79.53
Bumper	McDonald's Coffee AO Jan - Mar 2025 (YT) - Bumper	22089219752	249	552,807	0.05%	1.69	0.76	0	0.0	50.74	8.29	20.38%	420.67
Skippable in-stream	McDonald's Srijeda koja vrijedi više AO Jan - Mar 2025 (YT) - CPV	22088751824	2,280	1,200,957	0.19%	1.32	2.5	617,520	0.0	1,373.87	2.18	0.19%	2999.19
Skippable in-stream	McDonald's Coffee AO Jan - Mar 2025 (YT) - CPV	22083070983	817	895,354	0.09%	2.45	2.23	528,440	0.0	777.6	2.57	0.13%	1999.64
In-feed	McDonald's Srijeda koja vrijedi više AO Jan - Mar 2025 (YT) - Bumper	22082586423	260	2,759,633	0.01%	3.03	0.29	43,178	0.02	203.83	3.87	0.45%	788.53
Bumper	McDonald's Srijeda koja vrijedi više AO Jan - Mar 2025 (YT) - Bumper	22082586423	1,169	1,231,342	0.09%	0.98	0.93	0	0.0	338.9	3.4	28.99%	1151.21
In-feed	Porsche Pia Nov 2025 (DG) - CPC	23218773990	116,749	5,688,012	2.05%	0.04	0.79	0	0.0	1,250.43	3.6	1.07%	4500.46
In-feed	Demand Gen Croatia November 2025 KeyVisuals - PH	23213457019	11,996	1,179,815	1.02%	0.04	0.42	0	0.0	347.73	1.43	2.90%	498.73
Shorts	Demand Gen Croatia November 2025 KeyVisuals - PH	23213457019	37	4,088	0.91%	0.03	0.25	0	0.0	3	0.34	8.11%	1.03
In-feed	Demand Gen Croatia October 2025 KeyVisuals - PH	23101430534	11,837	1,217,554	0.97%	0.05	0.49	0	0.0	275.54	2.18	2.33%	599.91
Skippable in-stream	Porsche Pia Oct 2025 (DG) - CPC	23086499715	10,835	363,177	2.98%	0.04	1.1	58,257	0.01	78.64	5.09	0.10%	400.29
In-feed	Porsche Pia Oct 2025 (DG) - CPC	23086499715	106,707	5,316,040	2.01%	0.04	0.77	40	9.11	1,709.48	2.38	1.47%	4071.49
Shorts	Porsche Pia Oct 2025 (DG) - CPC	23086499715	520	80,616	0.65%	0.04	0.24	711	0.03	10	1.95	0.52%	19.54
In-feed	Porsche Pia Sept 2025 (DG) - CPC	22978900537	174,049	9,745,517	1.79%	0.03	0.5	0	0.0	126.28	38.91	0.07%	4913.82
Shorts	Porsche Pia Sept 2025 (DG) - CPC	22978900537	13,544	2,217,754	0.61%	0.03	0.16	0	0.0	14.19	25.53	0.10%	362.26
In-feed	Demand Gen Croatia September 2025 KeyVisuals - PH	22970619062	3,600	299,575	1.20%	0.3	3.57	0	0.0	8	133.56	0.22%	1068.47
In-feed	Demand Gen Croatia August 2025 Domestic Appliances - Versuni	22865225243	38,700	3,069,179	1.26%	0.03	0.33	0	0.0	10.85	92.03	0.03%	998.44
In-feed	Demand Gen Croatia August 2025 KeyVisuals - PH	22865164298	8,481	603,848	1.40%	0.13	1.76	0	0.0	9	118.05	0.11%	1062.41
In-feed	Demand Gen Croatia Domestic Appliances July 2025 - Versuni	22749774370	48,429	2,509,067	1.93%	0.02	0.48	0	0.0	3	399.07	0.01%	1197.21
Shorts	Demand Gen Croatia Domestic Appliances July 2025 - Versuni	22749774370	108	21,685	0.50%	0.03	0.13	0	0.0	0	0.0	0.00%	2.72
In-feed	Demand Gen Croatia KeyVisuals	22701938524	27,788	1,517,712	1.83%	0.04	0.75	0	0.0	9.11	124.71	0.03%	1135.94
Shorts	Demand Gen Croatia KeyVisuals	22701938524	463	111,399	0.42%	0.04	0.17	0	0.0	0	0.0	0.00%	18.76
In-feed	Demand Gen Croatia Webshop	22701594931	27,852	1,548,913	1.80%	0.04	0.72	0	0.0	1.02	1094.31	0.00%	1114.53
Shorts	Demand Gen Croatia Webshop	22701594931	943	237,136	0.40%	0.04	0.17	0	0.0	0	0.0	0.00%	40.39
In-feed	Porsche Macan SUV EL - Apr - Jul 2025 - (DG) - CPC	22480010801	52,960	2,880,571	1.84%	0.03	0.54	0	0.0	0	0.0	0.00%	1559.17
Shorts	Porsche Macan SUV EL - Apr - Jul 2025 - (DG) - CPC	22480010801	2,107	405,896	0.52%	0.03	0.15	0	0.0	0	0.0	0.00%	60.12
Skippable in-stream	Porsche Macan SUV EL - Apr - Jul 2025 - Reach Mix	22435818886	262	432,154	0.06%	3.48	2.11	167,256	0.01	0	0.0	0.00%	911.62
In-feed	Porsche Macan SUV EL - Apr - Jul 2025 - Reach Mix	22435818886	54	782,963	0.01%	6.56	0.45	18,317	0.02	0	0.0	0.00%	354.38
Bumper	Porsche Macan SUV EL - Apr - Jul 2025 - Reach Mix	22435818886	1,837	1,346,429	0.14%	1.01	1.38	0	0.0	0	0.0	0.00%	1860.05
Shorts	Porsche Macan SUV EL - Apr - Jul 2025 - Reach Mix	22435818886	1,370	943,971	0.15%	0.46	0.67	14,005	0.05	0	0.0	0.00%	634.21
Skippable in-stream	Belupo Rinil - December 2025 - (YT) - CPM	23368964821	1,841	1,431,519	0.13%	1.07	1.37	479,394	0.0	0	0.0	0.00%	1968.15
In-feed	Saponia Nagradna Igra Operi December 2025 - (DG) - CPC	23365245812	11,847	675,114	1.75%	0.03	0.59	0	0.0	0	0.0	0.00%	399.22
Skippable in-stream	Ahmad Tea Nov 2025 (YT) - VVC	23247653498	422	1,221,810	0.03%	6.7	2.31	791,394	0.0	0	0.0	0.00%	2828.18
In-feed	Ahmad Tea Nov 2025 (YT) - VVC	23247653498	3	38,094	0.01%	5.56	0.44	1,429	0.01	0	0.0	0.00%	16.68
Skippable in-stream	Ahmad Tea Nov 2025 (YT) - Reach Mix 2.0	23242582539	584	708,482	0.08%	1.72	1.42	309,743	0.0	0	0.0	0.00%	1003.46
In-feed	Ahmad Tea Nov 2025 (YT) - Reach Mix 2.0	23242582539	53	1,170,315	0.00%	6.21	0.28	8,289	0.04	0	0.0	0.00%	329.31
Bumper	Ahmad Tea Nov 2025 (YT) - Reach Mix 2.0	23242582539	1,762	2,044,903	0.09%	1.46	1.25	0	0.0	0	0.0	0.00%	2565.5
Shorts	Ahmad Tea Nov 2025 (YT) - Reach Mix 2.0	23242582539	36	311,779	0.01%	10.25	1.18	4,502	0.08	0	0.0	0.00%	368.87
Skippable in-stream	Bison AirMax November 2025 (YT) - CPM	23219213253	3,459	2,262,889	0.15%	1.75	2.67	611,442	0.01	0	0.0	0.00%	6043.49
Shorts	Bison AirMax November 2025 (YT) - CPM	23219213253	733	487,081	0.15%	0.62	0.93	6,031	0.08	0	0.0	0.00%	455.33
In-feed	Bison Bolton - October 2025 (YT) - Bumper	23077707730	9	258,130	0.00%	25.23	0.88	15,185	0.01	0	0.0	0.00%	227.04
Bumper	Bison Bolton - October 2025 (YT) - Bumper	23077707730	7,345	2,661,598	0.28%	0.99	2.73	0	0.0	0	0.0	0.00%	7265.49
Shorts	Bison Bolton - October 2025 (YT) - Bumper	23077707730	1,143	792,508	0.14%	0.88	1.27	14,818	0.07	0	0.0	0.00%	1006.63
Skippable in-stream	Loacker Sep - Oct 2025 (YT) - VVC - CPV	23016634492	361	580,043	0.06%	4.04	2.51	393,070	0.0	0	0.0	0.00%	1458.31
In-feed	Loacker Sep - Oct 2025 (YT) - VVC - CPV	23016634492	4	154,172	0.00%	16.4	0.43	6,888	0.01	0	0.0	0.00%	65.58
Skippable in-stream	Loacker Sep - Oct 2025 (YT) - Reach Mix 2.0 - CPM	23012659355	77	331,058	0.02%	7.43	1.73	118,772	0.0	0	0.0	0.00%	571.74
In-feed	Loacker Sep - Oct 2025 (YT) - Reach Mix 2.0 - CPM	23012659355	21	930,957	0.00%	12.1	0.27	10,162	0.03	0	0.0	0.00%	254.17
Bumper	Loacker Sep - Oct 2025 (YT) - Reach Mix 2.0 - CPM	23012659355	293	914,099	0.03%	3.39	1.09	0	0.0	0	0.0	0.00%	992.28
Shorts	Loacker Sep - Oct 2025 (YT) - Reach Mix 2.0 - CPM	23012659355	1,078	866,280	0.12%	0.43	0.54	18,267	0.03	0	0.0	0.00%	467.69
Skippable in-stream	BIC Miss Soleil Jun - Aug 2025 (YT) - Reach Mix - CPM	22697168561	50	18,663	0.27%	0.5	1.34	6,230	0.0	0	0.0	0.00%	25.01
Bumper	BIC Miss Soleil Jun - Aug 2025 (YT) - Reach Mix - CPM	22697168561	1,923	1,894,316	0.10%	1.35	1.37	0	0.0	0	0.0	0.00%	2595.01
Shorts	BIC Miss Soleil Jun - Aug 2025 (YT) - Reach Mix - CPM	22697168561	2,685	1,636,678	0.16%	0.44	0.72	15,160	0.08	0	0.0	0.00%	1180.48
Bumper	T03_000008_HR_ESU_SunFaceRange_AW_Apr25_Jul25_fullf_OMD_DigGR_Bumper	22643474570	1,639	925,645	0.18%	0.91	1.6	0	0.0	0	0.0	0.00%	1484.93
Skippable in-stream	T03_000008_HR_ESU_SunFaceRange_AW_Apr25_Jul25_fullf_OMD_DigGR_Trueview	22643359196	917	586,867	0.16%	1.26	1.97	170,682	0.01	0	0.0	0.00%	1154.96
Shorts	T03_000008_HR_ESU_SunFaceRange_AW_Apr25_Jul25_fullf_OMD_DigGR_Shorts	22637317905	1,227	799,565	0.15%	0.54	0.83	9,530	0.07	0	0.0	0.00%	660.09
Bumper	Bison Poly Max May - Jun 2025 (YT) - Bumper - CPM	22579539314	6,173	2,924,005	0.21%	0.73	1.54	0	0.0	0	0.0	0.00%	4500.04
Skippable in-stream	Saponia Nila May 2025 (YT) - CPM	22500191490	2,280	1,295,994	0.18%	1.3	2.29	312,456	0.01	0	0.0	0.00%	2963.53
In-feed	Saponia Nila May 2025 (YT) - CPM	22500191490	14	499,687	0.00%	15.38	0.43	11,887	0.02	0	0.0	0.00%	215.34
Shorts	Saponia Nila May 2025 (YT) - CPM	22500191490	684	469,117	0.15%	0.47	0.68	5,123	0.06	0	0.0	0.00%	321.16
Skippable in-stream	Loacker Apr - May 2025 (YT) - VVC - CPV	22460487259	212	418,210	0.05%	4.49	2.28	273,921	0.0	0	0.0	0.00%	952.52
Skippable in-stream	Loacker Apr - May 2025 (YT) - Reach Mix 2.0 - CPM	22457057426	76	223,155	0.03%	5.13	1.75	78,630	0.0	0	0.0	0.00%	390.07
In-feed	Loacker Apr - May 2025 (YT) - Reach Mix 2.0 - CPM	22457057426	8	295,103	0.00%	12.56	0.34	7,964	0.01	0	0.0	0.00%	100.47
Bumper	Loacker Apr - May 2025 (YT) - Reach Mix 2.0 - CPM	22457057426	210	613,838	0.03%	3.07	1.05	0	0.0	0	0.0	0.00%	645.5
Shorts	Loacker Apr - May 2025 (YT) - Reach Mix 2.0 - CPM	22457057426	768	578,776	0.13%	0.38	0.51	13,516	0.02	0	0.0	0.00%	292.42
Non-skippable in-stream	Saponia Faks penta cups - Apr - Jun 2025 (YT) - CPM	22434562305	911	2,569,718	0.04%	6.58	2.33	0	0.0	0	0.0	0.00%	5995.7
Skippable in-stream	Saponia Likvi CRO Apr - May 2025 (YT) - CPM	22396650401	8,876	4,629,172	0.19%	0.98	1.89	1,426,687	0.01	0	0.0	0.00%	8742.22
In-feed	Saponia Likvi CRO Apr - May 2025 (YT) - CPM	22396650401	3	518,182	0.00%	124.42	0.72	29,546	0.01	0	0.0	0.00%	373.26
Shorts	Saponia Likvi CRO Apr - May 2025 (YT) - CPM	22396650401	1,818	1,318,234	0.14%	0.47	0.65	18,639	0.05	0	0.0	0.00%	858.27
Bumper	T03_001621_HR_EFC_EpigenticSerum_CO_Mar25_Apr25_fullf_OMD_DigGR_na	22310055769	1,192	843,160	0.14%	1.76	2.48	0	0.0	0	0.0	0.00%	2092.95
Skippable in-stream	T03_001621_HR_EFC_EpigenticSerum_AW_Mar25_Apr25_fullf_OMD_DigGR_na	22309957333	1,024	811,384	0.13%	3.07	3.87	539,411	0.01	0	0.0	0.00%	3139.83
Skippable in-stream	T03_001444_HR_EBD_BodyVariousProducts(ECN)_AW_Jan25_Feb25_fullf_OMD_DigGR_na	22186470409	308	327,566	0.09%	3.25	3.05	200,933	0.0	0	0.0	0.00%	1000.06
Skippable in-stream	Loacker Jan - Feb 2025 (YT) - VVC - CPV	22162135107	230	482,006	0.05%	3.98	1.9	279,561	0.0	0	0.0	0.00%	916.44
In-feed	Loacker Jan - Feb 2025 (YT) - VVC - CPV	22162135107	0	41,902	0.00%	0.0	0.38	2,583	0.01	0	0.0	0.00%	15.96
Shorts	Loacker Jan - Feb 2025 (YT) - VVC - CPV	22162135107	51	45,432	0.11%	0.39	0.44	1,253	0.02	0	0.0	0.00%	20.06
Skippable in-stream	Loacker Jan - Feb 2025 (YT) - Reach Mix 2.0 - CPM	22162051863	42	154,051	0.03%	4.97	1.35	55,927	0.0	0	0.0	0.00%	208.58
In-feed	Loacker Jan - Feb 2025 (YT) - Reach Mix 2.0 - CPM	22162051863	24	462,882	0.01%	4.65	0.24	9,833	0.01	0	0.0	0.00%	111.67
Bumper	Loacker Jan - Feb 2025 (YT) - Reach Mix 2.0 - CPM	22162051863	384	1,042,899	0.04%	2.12	0.78	0	0.0	0	0.0	0.00%	814.56
Shorts	Loacker Jan - Feb 2025 (YT) - Reach Mix 2.0 - CPM	22162051863	989	823,803	0.12%	0.3	0.36	23,682	0.01	0	0.0	0.00%	293.43
Skippable in-stream	Ahmad Tea Jan - Feb 2025 (YT) - Reach Mix 2.0	22135917811	391	605,433	0.06%	2.3	1.48	219,845	0.0	0	0.0	0.00%	898.07
In-feed	Ahmad Tea Jan - Feb 2025 (YT) - Reach Mix 2.0	22135917811	27	277,292	0.01%	2.11	0.21	4,090	0.01	0	0.0	0.00%	56.9
Bumper	Ahmad Tea Jan - Feb 2025 (YT) - Reach Mix 2.0	22135917811	3,111	2,253,708	0.14%	0.61	0.84	0	0.0	0	0.0	0.00%	1901.33
Skippable in-stream	Ahmad Tea Jan - Feb 2025 (YT) - VVC	22132274384	632	1,269,111	0.05%	3.0	1.5	694,127	0.0	0	0.0	0.00%	1898.1
In-feed	Ahmad Tea Jan - Feb 2025 (YT) - VVC	22132274384	2	19,116	0.01%	3.29	0.34	948	0.01	0	0.0	0.00%	6.57
